"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","...17","...18","...19","...20","...21","Rank","Value","Age"
"Dawn","Pyffe","Female",56,"1965-05-28","Media Manager III","Retail","Mass Customer","N","No",11,"734 Veith Way",3155,"VIC","Australia",8,0.77,0.77,0.77,0.6545,492,492,0.87125,55
"Claudette","Renackowna","Female",55,"1996-02-11","Administrative Officer","Manufacturing","Mass Customer","N","No",2,"0800 Dahle Alley",2148,"NSW","Australia",8,1.07,1.07,1.07,0.9095,492,492,0.87125,24
"Elianora","Poolton","Female",15,"1944-06-14","Programmer II","n/a","Mass Customer","N","Yes",21,"5 Macpherson Drive",3134,"VIC","Australia",9,0.86,1.075,1.34375,1.1421875,494,494,0.867,76
"Anthony","Lindstrom","Male",86,"1997-11-01","Geologist IV","Financial Services","Affluent Customer","N","Yes",10,"427 Oak Avenue",2205,"NSW","Australia",10,0.59,0.7375,0.921875,0.921875,495,495,0.86328125,23
"Liane","Poizer","Female",59,"1952-05-05","Analyst Programmer","Property","High Net Worth","N","No",13,"390 Express Plaza",2076,"NSW","Australia",11,0.41,0.41,0.5125,0.5125,495,495,0.86328125,68
"Romonda","Hallt","Female",69,"1960-05-09","Operator","n/a","Affluent Customer","N","No",15,"703 Ludington Plaza",2480,"NSW","Australia",4,0.79,0.79,0.79,0.79,498,498,0.860625,60
"Sula","Thomann","Female",56,"1989-03-17","Assistant Manager","n/a","Mass Customer","N","No",6,"7 Dayton Circle",2160,"NSW","Australia",9,0.96,0.96,1.2,1.02,498,498,0.860625,31
"Renell","Earley","Female",5,"1954-10-21","Compensation Analyst","Financial Services","Mass Customer","N","Yes",11,"79 Manufacturers Plaza",4171,"QLD","Australia",5,0.66,0.825,0.825,0.70125,500,500,0.86,66
"Cliff","Philipsson","Male",82,"1967-02-02","Structural Analysis Engineer","Argiculture","Mass Customer","N","No",16,"600 Artisan Drive",3149,"VIC","Australia",10,0.8,0.8,1,0.85,500,500,0.86,54
"Clevey","Aisthorpe","Male",27,"1976-09-20","Software Consultant","n/a","Mass Customer","N","Yes",8,"0 Veith Way",2009,"NSW","Australia",9,0.93,1.1625,1.453125,1.23515625,502,502,0.8585,44
"George","Jose","Male",68,"1960-12-19","Payment Adjustment Coordinator","Retail","High Net Worth","N","Yes",20,"535 Corben Point",4680,"QLD","Australia",4,1.09,1.3625,1.3625,1.3625,504,504,0.85,60
"Milty","Brauninger","Male",13,"1945-07-10","Payment Adjustment Coordinator","n/a","High Net Worth","N","No",11,"54 6th Trail",2640,"NSW","Australia",7,0.57,0.57,0.57,0.57,504,504,0.85,75
"Killian","Nettles","Male",44,"1980-09-01","Marketing Assistant","n/a","Affluent Customer","N","No",4,"16 Pepper Wood Junction",3803,"VIC","Australia",7,1.03,1.03,1.03,1.03,507,507,0.85,40
"Gaultiero","Fibbens","Male",41,"1980-03-14","Help Desk Technician","n/a","Affluent Customer","N","No",9,"938 Bartillon Hill",2035,"NSW","Australia",11,0.82,0.82,1.025,1.025,507,507,0.85,40
"Inglebert","Aspinal","Male",4,"1973-10-13","Financial Analyst","Financial Services","Mass Customer","N","No",11,"612 Annamark Center",2176,"NSW","Australia",8,0.7,0.7,0.7,0.595,507,507,0.85,47
"Jammal","Devenny","Male",57,"1999-05-14","Marketing Manager","Retail","High Net Worth","N","No",12,"18 Sage Plaza",3152,"VIC","Australia",9,0.69,0.69,0.8625,0.8625,507,507,0.85,21
"Emelia","Ackwood","Female",72,"1988-09-30","Senior Cost Accountant","Financial Services","Mass Customer","N","Yes",10,"1 South Street",4183,"QLD","Australia",9,0.78,0.975,1.21875,1.0359375,515,515,0.839375,32
"Isa","Fominov","Male",75,"2001-06-21","Physical Therapy Assistant","n/a","Mass Customer","N","Yes",5,"80388 Ryan Place",2010,"NSW","Australia",9,0.55,0.6875,0.859375,0.73046875,515,515,0.839375,19
"Sofie","Worsfold","Female",87,"1954-10-06","Environmental Tech","Retail","Mass Customer","N","Yes",9,"7 Maple Wood Plaza",4125,"QLD","Australia",6,0.91,1.1375,1.421875,1.20859375,520,520,0.8375,66
"Elmira","Vasilyev","Female",33,"1951-10-14","Senior Quality Engineer","Manufacturing","High Net Worth","N","No",12,"12 Eastlawn Terrace",2007,"NSW","Australia",9,0.56,0.56,0.7,0.7,520,520,0.8375,69
"Worthington","Cohane","Male",60,"1991-01-23","Chief Design Engineer","Entertainment","High Net Worth","N","No",2,"846 Daystar Lane",2000,"NSW","Australia",12,0.7,0.7,0.875,0.875,520,520,0.8375,30
"Bailey","Bereford","Male",44,"1950-09-30","Senior Sales Associate","Argiculture","Affluent Customer","N","Yes",11,"36 Golf Course Circle",2444,"NSW","Australia",6,0.58,0.725,0.725,0.725,524,524,0.83671875,70
"Perry","Whitehurst","Male",79,"1980-05-29","Structural Engineer","Manufacturing","High Net Worth","N","Yes",8,"0 Nelson Crossing",3155,"VIC","Australia",7,1.1,1.375,1.375,1.375,524,524,0.83671875,40
"Antony","Tuma","Male",11,"1954-03-10","Environmental Tech","Telecommunications","High Net Worth","N","Yes",13,"93264 Almo Plaza",3078,"VIC","Australia",10,0.47,0.5875,0.734375,0.734375,526,526,0.833,66
"Nico","Chadwick","Male",97,"1953-05-24","Research Assistant IV","Financial Services","Affluent Customer","N","No",13,"355 Roxbury Lane",3190,"VIC","Australia",8,0.65,0.65,0.8125,0.8125,526,526,0.833,67
"Joline","Skipperbottom","Female",59,"1972-06-27","Desktop Support Technician","n/a","High Net Worth","N","No",9,"2 Warrior Crossing",2161,"NSW","Australia",9,0.45,0.45,0.5625,0.5625,529,529,0.83,48
"Dallas","Lavalde","Female",18,"1998-12-19","Product Engineer","n/a","Mass Customer","N","No",12,"16898 Donald Plaza",2323,"NSW","Australia",4,0.6,0.6,0.6,0.51,530,530,0.82875,22
"Hilario","McCulloch","Male",61,"1986-01-10","Physical Therapy Assistant","Retail","Mass Customer","N","No",8,"799 Luster Road",3051,"VIC","Australia",8,1.03,1.03,1.03,0.8755,530,530,0.82875,35
"Jim","Haddrell","Male",55,"1955-04-08","Associate Professor","Financial Services","Mass Customer","N","No",9,"53 Dryden Trail",2358,"NSW","Australia",3,0.67,0.67,0.67,0.5695,530,530,0.82875,65
"Jacobo","Mucklow","Male",62,"1952-12-04","Computer Systems Analyst I","Financial Services","High Net Worth","N","Yes",22,"5512 Ronald Regan Hill",3122,"VIC","Australia",8,1.03,1.2875,1.2875,1.2875,530,530,0.82875,68
"Gretel","Paschke","Female",10,"1956-05-29","Editor","Financial Services","Mass Customer","N","Yes",17,"72 Melrose Street",4074,"QLD","Australia",7,0.91,1.1375,1.1375,0.966875,536,536,0.825,64
"Dwain","Hatch","Male",62,"1994-11-16","Marketing Assistant","Health","Affluent Customer","N","No",15,"5 Hovde Lane",3028,"VIC","Australia",8,0.53,0.53,0.53,0.53,536,536,0.825,26
"Lucretia","D'Agostini","Female",41,"1978-12-14","Database Administrator III","Manufacturing","High Net Worth","N","No",15,"4 Gale Center",3185,"VIC","Australia",7,0.84,0.84,0.84,0.84,536,536,0.825,42
"Claude","Bowstead","Female",37,"1997-11-29","Accounting Assistant III","Manufacturing","Mass Customer","N","No",7,"5263 Stone Corner Crossing",2217,"NSW","Australia",12,0.92,0.92,1.15,0.9775,536,536,0.825,23
"Donn","MacGregor","Male",80,"1965-04-22","Civil Engineer","Manufacturing","High Net Worth","N","No",5,"0439 Mandrake Park",2046,"NSW","Australia",10,0.87,0.87,1.0875,1.0875,536,536,0.825,55
"Laurel","Devennie","Female",78,"1976-09-25","VP Product Management","Manufacturing","Affluent Customer","N","No",13,"069 Hoard Pass",4352,"QLD","Australia",5,0.96,0.96,0.96,0.96,536,536,0.825,44
"Angie","Tansley","Male",68,"1950-11-30","VP Sales","Manufacturing","Mass Customer","N","No",8,"8 Cardinal Junction",2444,"NSW","Australia",7,1.01,1.01,1.01,0.8585,544,544,0.8245,70
"Terrence","Dalligan","Male",60,"1998-02-19","Chemical Engineer","Manufacturing","High Net Worth","N","Yes",2,"240 Main Hill",3200,"VIC","Australia",6,0.92,1.15,1.15,1.15,544,544,0.8245,22
"Katy","Crooke","Female",0,"1977-06-30","Food Chemist","Health","Mass Customer","N","No",13,"67081 Burrows Center",2111,"NSW","Australia",12,0.9,0.9,1.125,0.95625,546,546,0.8234375,43
"Sammy","Borsi","Female",99,"1972-04-27","Accountant III","Financial Services","Mass Customer","N","No",5,"0 Kipling Way",2289,"NSW","Australia",7,0.51,0.51,0.6375,0.541875,546,546,0.8234375,48
"Morganica","Ainsbury","Female",37,"1973-01-06","Senior Editor","Entertainment","High Net Worth","N","Yes",9,"1 Raven Way",2151,"NSW","Australia",10,0.53,0.6625,0.828125,0.828125,546,546,0.8234375,48
"Nils","Champion","Male",69,"1984-07-06","Programmer III","Retail","Affluent Customer","N","No",13,"261 Holy Cross Park",2750,"NSW","Australia",9,0.87,0.87,1.0875,1.0875,549,549,0.82,36
"Beverlee","Querree","Female",42,"1991-04-21","Marketing Manager","Financial Services","High Net Worth","N","Yes",12,"891 Ohio Terrace",2075,"NSW","Australia",12,0.83,1.0375,1.296875,1.296875,549,549,0.82,29
"Reiko","Degenhardt","Female",83,"1976-01-16","Financial Analyst","Financial Services","High Net Worth","N","Yes",5,"50897 Northfield Road",4280,"QLD","Australia",6,0.68,0.85,1.0625,1.0625,552,552,0.816,45
"Cord","Dunsmore","Male",12,"1999-04-21","Internal Auditor","Manufacturing","Mass Customer","N","Yes",13,"596 Boyd Park",4301,"QLD","Australia",3,0.55,0.6875,0.6875,0.584375,552,552,0.816,21
"Gabey","Kennicott","Female",55,"1958-05-14","Developer I","Financial Services","Affluent Customer","N","No",17,"8 Fordem Place",2322,"NSW","Australia",6,0.66,0.66,0.66,0.66,552,552,0.816,62
"Jacqui","Devey","Female",79,"1995-10-01","Analyst Programmer","Financial Services","High Net Worth","N","Yes",13,"656 Kennedy Crossing",2261,"NSW","Australia",8,1.02,1.275,1.275,1.275,555,555,0.8125,25
"Byrom","Ramas","Male",23,"1993-11-02","Help Desk Technician","Manufacturing","High Net Worth","N","No",12,"2 Jackson Place",2528,"NSW","Australia",7,0.56,0.56,0.56,0.56,555,555,0.8125,27
"Worthington","Ahmed","Male",79,"1972-03-24","Senior Cost Accountant","Financial Services","High Net Worth","N","No",13,"39408 Manufacturers Road",3335,"VIC","Australia",3,0.99,0.99,0.99,0.99,555,555,0.8125,48
"Chico","Dye","Male",46,"1994-02-04","Speech Pathologist","Manufacturing","High Net Worth","N","No",13,"168 Schlimgen Center",2526,"NSW","Australia",9,0.89,0.89,1.1125,1.1125,555,555,0.8125,27
"Davidde","Cockroft","Male",70,"1947-04-21","Geological Engineer","Manufacturing","High Net Worth","N","No",8,"8 Kim Avenue",2158,"NSW","Australia",12,0.69,0.69,0.8625,0.8625,555,555,0.8125,73
"Charlie","Dmych","Male",60,"1950-03-31","Account Coordinator","Manufacturing","High Net Worth","N","No",13,"920 Cambridge Way",2263,"NSW","Australia",6,0.6,0.6,0.6,0.6,555,555,0.8125,70
"Donn","Chaney","Male",15,"1951-01-29","Research Assistant II","n/a","Mass Customer","N","No",13,"4 Schlimgen Trail",4701,"QLD","Australia",3,0.97,0.97,0.97,0.8245,561,561,0.81015625,70
"Barth","Sapshed","Male",4,"1994-06-16","Executive Secretary","Financial Services","Mass Customer","N","Yes",13,"65 Milwaukee Lane",4520,"QLD","Australia",10,1.06,1.325,1.65625,1.4078125,563,563,0.8075,26
"Padriac","Collacombe","Male",67,"1967-04-07","Software Consultant","Health","Affluent Customer","N","No",13,"76 Mendota Park",2090,"NSW","Australia",10,0.86,0.86,1.075,1.075,563,563,0.8075,53
"Olive","Mozzi","Female",87,"1955-07-06","Account Representative IV","Retail","Affluent Customer","N","Yes",20,"26667 Rigney Place",2567,"NSW","Australia",9,0.8,1,1.25,1.25,563,563,0.8075,65
"Benedict","Rosas","Male",73,"1955-11-25","Actuary","Financial Services","High Net Worth","N","Yes",15,"898 Muir Court",2142,"NSW","Australia",6,0.57,0.7125,0.7125,0.7125,563,563,0.8075,65
"Virginia","De Antoni","Female",17,"1964-03-14","Executive Secretary","Telecommunications","High Net Worth","N","Yes",12,"88093 Pierstorff Plaza",2030,"NSW","Australia",10,0.7,0.875,1.09375,1.09375,563,563,0.8075,56
"Nicolas","O'Donnell","Male",40,"1986-09-25","Internal Auditor","n/a","Mass Customer","N","Yes",14,"3319 Anthes Crossing",3177,"VIC","Australia",7,0.82,1.025,1.025,0.87125,568,568,0.8,34
"Oswald","MacCarlich","Male",81,"1991-11-24","Assistant Media Planner","Entertainment","Mass Customer","N","No",14,"16 Mosinee Place",4717,"QLD","Australia",1,1.05,1.05,1.3125,1.115625,568,568,0.8,29
"Ailyn","Howgate","Female",66,"2001-09-27","Electrical Engineer","Manufacturing","Mass Customer","N","Yes",2,"197 Northport Plaza",4213,"QLD","Australia",7,0.9,1.125,1.125,0.95625,568,568,0.8,19
"Karol","Salthouse","Female",53,"1968-07-29","Research Assistant III","Financial Services","Mass Customer","N","Yes",18,"10236 Mifflin Avenue",2570,"NSW","Australia",8,1.05,1.3125,1.3125,1.115625,568,568,0.8,52
"Esdras","Birchett","Male",81,"1950-12-09","Assistant Media Planner","Entertainment","Mass Customer","N","Yes",21,"5287 Clarendon Plaza",2258,"NSW","Australia",9,0.67,0.8375,1.046875,0.88984375,568,568,0.8,70
"Wilfrid","Gertray","Male",1,"1942-08-23","Accounting Assistant I","Financial Services","Mass Customer","N","No",16,"38407 Sutteridge Circle",2766,"NSW","Australia",8,1,1,1,0.85,568,568,0.8,78
"Charmain","Styles","Female",49,"1965-02-25","Programmer Analyst I","Property","High Net Worth","N","Yes",18,"423 Holy Cross Lane",3029,"VIC","Australia",7,0.43,0.5375,0.5375,0.5375,574,574,0.799,55
"Bobby","Summersby","Male",90,"1943-10-27","Sales Associate","Financial Services","Affluent Customer","N","No",7,"1478 Oak Valley Park",3350,"VIC","Australia",2,0.98,0.98,1.225,1.225,575,575,0.796875,77
"Shepherd","Dutchburn","Male",33,"1976-08-12","Senior Sales Associate","Financial Services","High Net Worth","N","Yes",9,"8970 Anhalt Junction",2160,"NSW","Australia",9,0.67,0.8375,1.046875,1.046875,575,575,0.796875,44
"Berenice","Kaesmakers","Female",64,"1994-10-15","Sales Representative","Retail","Mass Customer","N","No",11,"563 Waywood Park",2145,"NSW","Australia",9,1.09,1.09,1.3625,1.158125,575,575,0.796875,26
"Jesse","Crosio","Male",75,"1994-04-15","Data Coordiator","n/a","Mass Customer","N","Yes",13,"9313 Mayer Street",3133,"VIC","Australia",8,0.6,0.75,0.75,0.6375,575,575,0.796875,26
"Cordi","Thornton","Female",47,"1973-01-04","Structural Engineer","Telecommunications","Mass Customer","N","No",11,"2978 Mccormick Center",2028,"NSW","Australia",10,0.68,0.68,0.85,0.7225,575,575,0.796875,48
"Debbie","Tillman","Female",3,"1990-07-06","Account Coordinator","Manufacturing","High Net Worth","N","Yes",13,"527 Jay Trail",4551,"QLD","Australia",8,0.47,0.5875,0.5875,0.5875,582,582,0.79,30
"Judie","Pirkis","Female",2,"1995-07-18","Recruiter","n/a","Affluent Customer","N","Yes",4,"6 Loftsgordon Pass",2111,"NSW","Australia",11,0.95,1.1875,1.484375,1.484375,583,583,0.7875,25
"Flin","Yoskowitz","Male",9,"1995-12-17","Registered Nurse","Health","Mass Customer","N","Yes",11,"9940 Manley Drive",2574,"NSW","Australia",7,1.03,1.2875,1.2875,1.094375,583,583,0.7875,25
"Noel","Sturch","Female",26,"1951-10-28","Environmental Specialist","Health","Mass Customer","N","No",10,"0736 West Crossing",3585,"VIC","Australia",1,0.6,0.6,0.6,0.51,583,583,0.7875,69
"Letizia","Poore","Female",27,"1938-08-30","Web Developer II","Manufacturing","Affluent Customer","N","No",15,"95796 Mcbride Drive",3677,"VIC","Australia",3,1.02,1.02,1.02,1.02,583,583,0.7875,82
"Kiley","Grunder","Male",95,"1994-04-17","Cost Accountant","Financial Services","Affluent Customer","N","Yes",1,"17393 Colorado Hill",4006,"QLD","Australia",8,0.47,0.5875,0.734375,0.734375,587,587,0.78625,26
"Ethelred","Sissel","Male",83,"1974-12-25","Programmer Analyst IV","Health","High Net Worth","N","No",18,"65 Rutledge Parkway",2539,"NSW","Australia",8,0.43,0.43,0.5375,0.5375,587,587,0.78625,46
"Dena","Pabst","Female",39,"1987-04-20","Account Executive","Manufacturing","High Net Worth","N","Yes",17,"02023 Loeprich Drive",3037,"VIC","Australia",7,0.8,1,1,1,590,590,0.78359375,33
"Wyndham","Woolford","Male",1,"1979-10-22","Engineer IV","Manufacturing","Mass Customer","N","No",10,"9107 Pine View Plaza",3977,"VIC","Australia",6,1,1,1,0.85,591,591,0.782,41
"Rochette","Haddacks","Female",44,"1996-05-10","Tax Accountant","Retail","Affluent Customer","N","Yes",13,"822 Di Loreto Junction",3020,"VIC","Australia",8,1.01,1.2625,1.2625,1.2625,591,591,0.782,24
"Jamal","Dudgeon","Male",83,"1965-02-09","Mechanical Systems Engineer","Financial Services","Mass Customer","N","No",7,"2712 Namekagon Crossing",3029,"VIC","Australia",5,1.09,1.09,1.3625,1.158125,591,591,0.782,55
"Levin","Coxen","Male",13,"1955-10-22","Accountant I","Property","Mass Customer","N","No",20,"32 Hazelcrest Court",2753,"NSW","Australia",8,1.07,1.07,1.07,0.9095,594,594,0.78125,65
"Kyle","Michie","Female",6,"1958-07-19","Nurse Practicioner","n/a","Mass Customer","N","Yes",10,"07226 Anzinger Avenue",3032,"VIC","Australia",8,0.84,1.05,1.05,0.8925,595,595,0.775625,62
"Gilbert","O'Fallone","Male",29,"1994-11-07","Assistant Media Planner","Entertainment","High Net Worth","N","No",1,"6 Havey Pass",2126,"NSW","Australia",11,0.96,0.96,1.2,1.2,595,595,0.775625,26
"Esther","McOnie","Female",59,"1939-05-26","Legal Assistant","n/a","Mass Customer","N","No",14,"844 Forster Place",2096,"NSW","Australia",12,0.78,0.78,0.975,0.82875,599,599,0.775,81
"Chaim","Kingdon","Male",63,"1996-01-21","Compensation Analyst","Financial Services","Affluent Customer","N","Yes",15,"42590 Bellgrove Court",2097,"NSW","Australia",9,0.93,1.1625,1.453125,1.453125,599,599,0.775,25
"Anson","Dearnaly","Male",68,"1997-06-29","Data Coordiator","Health","Affluent Customer","N","Yes",11,"6060 Veith Crossing",2103,"NSW","Australia",11,0.59,0.7375,0.921875,0.921875,602,602,0.7735,23
"Caitrin","Critten","Female",45,"1973-01-29","Director of Sales","Manufacturing","Mass Customer","N","Yes",10,"25 Lakeland Point",4113,"QLD","Australia",7,0.58,0.725,0.725,0.61625,603,603,0.7703125,48
"Garreth","Minett","Male",93,"1961-05-23","Physical Therapy Assistant","n/a","Affluent Customer","N","Yes",10,"21667 Randy Crossing",3163,"VIC","Australia",7,0.99,1.2375,1.546875,1.546875,604,604,0.765,59
"Rozamond","Sommer","Female",27,"1966-09-19","Operator","IT","Affluent Customer","N","Yes",12,"608 Dapin Court",3129,"VIC","Australia",10,0.44,0.55,0.6875,0.6875,604,604,0.765,54
"Annabell","Downer","Female",33,"1955-11-25","Budget/Accounting Analyst II","n/a","Affluent Customer","N","No",20,"8738 Lukken Terrace",2763,"NSW","Australia",9,0.47,0.47,0.5875,0.5875,606,606,0.765,65
"Maximilian","Geffen","Male",96,"1955-07-13","Automation Specialist III","Manufacturing","Mass Customer","N","Yes",20,"8634 Wayridge Pass",2750,"NSW","Australia",8,0.77,0.9625,1.203125,1.02265625,606,606,0.765,65
"Ajay","Worham","Female",80,"1979-09-30","Computer Systems Analyst I","Manufacturing","Mass Customer","N","Yes",12,"5 Homewood Road",2800,"NSW","Australia",6,0.93,1.1625,1.1625,0.988125,606,606,0.765,41
"Jamison","Cashin","Male",70,"1970-05-19","VP Product Management","Health","Mass Customer","N","Yes",5,"7 Dunning Avenue",2477,"NSW","Australia",8,0.5,0.625,0.625,0.53125,609,609,0.7625,50
"Dorian","Emery","Female",94,"1998-08-24","Professor","Manufacturing","Mass Customer","N","Yes",9,"67 Beilfuss Plaza",2168,"NSW","Australia",8,0.52,0.65,0.8125,0.690625,609,609,0.7625,22
"Nev","Prosh","Male",29,"1950-05-08","Environmental Tech","Health","Affluent Customer","N","Yes",17,"6115 Forest Crossing",2148,"NSW","Australia",8,0.88,1.1,1.1,1.1,612,612,0.75703125,70
"Lucius","Hatchell","Male",37,"1951-03-19","Media Manager II","Retail","Mass Customer","N","Yes",14,"432 Ronald Regan Court",3782,"VIC","Australia",8,0.81,1.0125,1.0125,0.860625,612,612,0.75703125,69
"Francisca","Pottage","Female",63,"1957-06-10","Software Engineer II","IT","Mass Customer","N","No",8,"8600 Forster Lane",2177,"NSW","Australia",9,0.46,0.46,0.575,0.48875,615,615,0.7565,63
"Farlie","Brookz","Male",62,"1963-07-31","Administrative Assistant I","Health","Mass Customer","N","Yes",6,"6692 Independence Way",2070,"NSW","Australia",12,1,1.25,1.5625,1.328125,615,615,0.7565,57
"Lek","Pimblett","Male",88,"1955-09-29","Product Engineer","Financial Services","Mass Customer","N","Yes",6,"97 Merrick Center",2460,"NSW","Australia",2,1,1.25,1.5625,1.328125,620,620,0.75,65
"Ewell","Paulusch","Male",31,"1998-01-15","Engineer I","Manufacturing","Mass Customer","N","Yes",8,"8194 Lien Street",4032,"QLD","Australia",7,0.66,0.825,0.825,0.70125,620,620,0.75,23
"Madison","Lars","Male",11,"1967-01-19","Health Coach III","Health","Mass Customer","N","No",19,"9503 New Castle Street",4500,"QLD","Australia",9,0.51,0.51,0.6375,0.541875,620,620,0.75,54
"Ardis","Taree","Female",97,"1960-04-12","Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",5,"0 Emmet Trail",4128,"QLD","Australia",9,0.47,0.5875,0.734375,0.734375,625,625,0.748,60
"Wheeler","Godsil","Male",51,"1993-09-20","Geologist IV","Manufacturing","Affluent Customer","N","Yes",6,"7 Spaight Drive",2147,"NSW","Australia",9,0.55,0.6875,0.859375,0.859375,626,626,0.74375,27
"Terrel","Keynd","Male",30,"1961-04-20","Junior Executive","Manufacturing","Mass Customer","N","No",9,"65 David Pass",4221,"QLD","Australia",7,0.45,0.45,0.45,0.3825,626,626,0.74375,59
"Dillon","Bannister","Male",7,"1945-12-24","Tax Accountant","n/a","Mass Customer","N","No",11,"43 Dayton Drive",2062,"NSW","Australia",9,0.54,0.54,0.675,0.57375,626,626,0.74375,75
"Lissa","Gawn","Female",86,"1962-09-21","Legal Assistant","Health","Mass Customer","N","Yes",17,"14183 Iowa Center",4503,"QLD","Australia",5,0.98,1.225,1.53125,1.3015625,632,632,0.74,58
"Leisha","McConway","Female",3,"1975-10-31","Payment Adjustment Coordinator","Financial Services","Mass Customer","N","Yes",13,"95 Del Mar Court",3175,"VIC","Australia",8,0.74,0.925,0.925,0.78625,632,632,0.74,45
"Kearney","Cuddehy","Male",88,"1997-05-18","Marketing Assistant","Retail","Mass Customer","N","No",12,"98 Shoshone Road",4207,"QLD","Australia",6,0.41,0.41,0.5125,0.435625,634,634,0.7395,23
"Shellysheldon","Bichard","Male",96,"1954-01-06","Desktop Support Technician","Financial Services","Mass Customer","N","Yes",16,"7199 Springview Parkway",4503,"QLD","Australia",5,0.93,1.1625,1.453125,1.23515625,634,634,0.7395,67
"Reinhard","Oscroft","Male",23,"1950-03-18","Pharmacist","Health","High Net Worth","N","No",18,"045 Magdeline Court",3690,"VIC","Australia",1,1.05,1.05,1.05,1.05,634,634,0.7395,70
"Menard","Venmore","Male",97,"1978-04-04","Assistant Professor","Retail","High Net Worth","N","No",8,"5 Hoard Trail",2197,"NSW","Australia",10,1.07,1.07,1.3375,1.3375,637,637,0.7375,42
"Andree","Breeds","Female",31,"1954-10-19","Senior Editor","Financial Services","Affluent Customer","N","Yes",11,"93 Scofield Pass",3152,"VIC","Australia",6,0.63,0.7875,0.7875,0.7875,637,637,0.7375,66
"Pierrette","Gummie","Female",18,"1966-08-04","Statistician II","Retail","Affluent Customer","N","No",14,"29 Maple Trail",3143,"VIC","Australia",8,0.88,0.88,0.88,0.88,637,637,0.7375,54
"Nady","Withinshaw","Female",96,"1968-02-17","Database Administrator III","n/a","High Net Worth","N","No",8,"7 Brentwood Circle",4000,"QLD","Australia",7,0.47,0.47,0.5875,0.5875,641,641,0.734375,52
"Demott","Mullaly","Male",42,"1982-12-15","Help Desk Operator","Property","Mass Customer","N","No",13,"28 Hazelcrest Drive",2525,"NSW","Australia",8,0.75,0.75,0.75,0.6375,642,642,0.733125,38
"Wendye","Kleinplatz","Female",48,"1996-05-28","Executive Secretary","Manufacturing","Affluent Customer","N","No",14,"01 Reindahl Circle",4132,"QLD","Australia",3,0.67,0.67,0.67,0.67,643,643,0.731,24
"Irvin","Bevans","Male",82,"1962-07-12","Payment Adjustment Coordinator","Manufacturing","Mass Customer","N","No",12,"5880 Hauk Street",2046,"NSW","Australia",11,0.53,0.53,0.6625,0.563125,644,644,0.73046875,58
"Austine","Speedy","Female",38,"1940-05-23","Software Engineer II","Argiculture","High Net Worth","N","Yes",14,"69 Sunfield Terrace",2558,"NSW","Australia",8,0.45,0.5625,0.5625,0.5625,646,646,0.73,80
"Wolf","Craft","Male",93,"1995-07-19","Database Administrator III","Retail","Affluent Customer","N","Yes",5,"7513 Swallow Drive",2148,"NSW","Australia",9,0.65,0.8125,1.015625,1.015625,646,646,0.73,25
"Aldin","Newsome","Male",24,"1981-07-06","Financial Analyst","Financial Services","Mass Customer","N","No",17,"058 Morningstar Center",2127,"NSW","Australia",9,0.53,0.53,0.6625,0.563125,648,648,0.725,39
"Sindee","Jasik","Female",18,"1942-10-21","Social Worker","Health","Mass Customer","N","Yes",15,"0689 Melby Park",4030,"QLD","Australia",9,0.71,0.8875,1.109375,0.94296875,648,648,0.725,78
"Truman","Arlett","Male",58,"1958-06-25","Technical Writer","Manufacturing","High Net Worth","N","Yes",16,"3 Spohn Circle",2477,"NSW","Australia",5,0.48,0.6,0.6,0.6,648,648,0.725,62
"Gordon","Rewan","Male",42,"1988-01-07","Chief Design Engineer","n/a","Mass Customer","N","No",5,"91 Calypso Trail",2750,"NSW","Australia",8,0.71,0.71,0.71,0.6035,651,651,0.7225,33
"Leticia","Hovenden","Female",98,"1997-04-03","Mechanical Systems Engineer","Retail","Mass Customer","N","Yes",1,"54782 Lake View Parkway",3178,"VIC","Australia",9,0.67,0.8375,1.046875,0.88984375,653,653,0.71875,23
"Caritta","Compston","Female",86,"1958-04-25","Geological Engineer","Manufacturing","Mass Customer","N","Yes",17,"48971 Marquette Point",3976,"VIC","Australia",5,0.81,1.0125,1.265625,1.07578125,653,653,0.71875,62
"Annabelle","Hanwell","Female",11,"1951-11-28","Professor","Manufacturing","High Net Worth","N","Yes",15,"99 Sherman Parkway",3083,"VIC","Australia",12,0.5,0.625,0.78125,0.78125,655,655,0.7171875,69
"Darryl","Hovee","Female",2,"1944-04-28","Professor","Financial Services","Mass Customer","N","Yes",19,"381 Emmet Terrace",2047,"NSW","Australia",12,0.66,0.825,1.03125,0.8765625,655,655,0.7171875,76
"Orly","Nesbitt","Female",6,"1985-03-25","Analyst Programmer","Manufacturing","High Net Worth","N","Yes",14,"7 Beilfuss Road",3163,"VIC","Australia",6,0.99,1.2375,1.2375,1.2375,657,657,0.714,35
"Nobe","Trowsdale","Male",12,"1968-07-12","Community Outreach Specialist","Financial Services","Mass Customer","N","No",16,"36506 Bartillon Point",3816,"VIC","Australia",3,0.92,0.92,0.92,0.782,658,658,0.7125,52
"Stephen","Tittershill","Male",73,"1991-12-21","Nurse Practicioner","Financial Services","High Net Worth","N","No",6,"8 Scott Drive",3150,"VIC","Australia",11,0.84,0.84,1.05,1.05,658,658,0.7125,29
